Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,D2D Price,VTS Friend Price,Currency,Quantity,Buy Now Activate?,Buy Now Shipping,Ships Within (days),Make an Offer?,Auto-Accept Offers above,Auto-Reject Offers below,Weight,"Weight Units (1 = 'Lbs', 2= 'Kg')",Height,Width,Depth,Sale %,Bulk Shipping Eligible,Available as Parts?,In Stock,Item ID,Item ID Type (SKU/EAC/JAN/MPN/MMN),Your Item ID,Your Item ID 2,Alt. Address,Youtube URL,Video URL,Listing ID (Leave Blank to Add),Delete,Auto-Renew,Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Specification Name (Optional),Specification Value (Optional),Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Image 11,Image 12,Image 13,Image 14,Image 15,Image 16,Image 17,Image 18,Image 19,Image 20,Image 21,Image 22,Image 23,Image 24,Image 25
CT Scanner,SCT 6800,SHIMADZU,SHIMADZU,gear head 0gn25k e3268-404-e1,E3268-404-E1,GEAR HEAD 0GN25K,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1626761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,TOSHIBA XPRESS,TOSHIBA XPRESS,,"PX74-04052, OR YWM0196  PX74-04052, OR YWM0196","PX74-04052, OR YWM0196  PX74-04052, OR YWM0196",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"820-824361, 625-008874  820-824361, 625-008874","820-824361, 625-008874  820-824361, 625-008874",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"8596215 X1897, 321C  8596215 X1897, 321C","8596215 X1897, 321C  8596215 X1897, 321C",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET Camera / Scanner,EXACT,SIEMENS,SIEMENS,"6800-04632-0001 rev x2, 7124-j-20","6800-04632-0001 REV X2, 7124-J-20","6800-04632-0001 REV X2, 7124-J-20",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1690549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammo Unit,2000D,GE,GE,2107747 generator command,2107747,GENERATOR COMMAND,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2467992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Lightspeed RT,GE,GE,5147442 r5 gdas or 16 mdas,5147442 R5 GDAS OR 16 MDAS,5147442 R5 GDAS OR 16 MDAS,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3596728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PHILIPS,PHILIPS,,45221070760 646770 45221070760,45221070760 646770 45221070760,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,LH POWER SUPPLY 9886227,177987 XSC+,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"6176551 61 76 551 G126E BOARD, D2","6176551 61 76 551 G126E BOARD, D2",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR,AGFA,AGFA,AGFA,8.9499.8140.4,8.9499.8140.4,8.9499.8140.4,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2878558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,INNOVA 2100,GE,GE,quad splitter 350 r9828300,R9828300,QUAD SPLITTER 350 R9828300,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3144880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,176462,Complete Picker CT 2000 Console Parts HyperLAN Token Ring,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,684079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPECT/CT,PRECEDENCE,PHILIPS,PHILIPS,digiflex digital servo amplifier by advanced motor controls,DIGIFLEX DIGITAL SERVO AMPLIFIER BY ADVANCED MOTOR CONTROLS,DIGIFLEX DIGITAL SERVO AMPLIFIER BY ADVANCED MOTOR CONTROLS,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2636806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,BRILLIANCE,PHILIPS,PHILIPS,super x7db8-x mother board in cir 3u,SUPER X7DB8-X MOTHER BOARD IN CIR 3U,SUPER X7DB8-X MOTHER BOARD IN CIR 3U,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2844687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,7167554 D92,7167554 D92,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,1.5T,GE,GE,5250028 RRF DIF,5250028,RRF DIF,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2815936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,,SIEMENS SIRESKOP,SIEMENS SIRESKOP,,9726316 D2,3794190 D16,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1437408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,FDY-51HA KIKI LAB,MS-12-12 NEMIC LAMBDA,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,AS3207-216 MDK33RV-0 983357 A/D BOARD,AS3207-216 MDK33RV-0 983357 A/D BOARD,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,"P9141XB-03, P9141XA-04, FCP1 (3 PCS)  P9141XB-03, P9141XA-04, FCP1 (3 PCS)","P9141XB-03, P9141XA-04, FCP1 (3 PCS)  P9141XB-03, P9141XA-04, FCP1 (3 PCS)",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,AQUILION 4,TOSHIBA,TOSHIBA,opcontm aquilion 4,OPCONTM AQUILION 4,OPCONTM AQUILION 4,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1948476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,UNKNOWN,UNKNOWN,,DIRVE MK156FA-1,FUJITSU DRIVE M1606SAU,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,943776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,GE,GE,,"P9141WB, P9141WA-09, FMP1  P9141WB, P9141WA-09, FMP1","P9141WB, P9141WA-09, FMP1  P9141WB, P9141WA-09, FMP1",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,ZEE,SIEMENS,SIEMENS,med rtc v4 10280903 10501546,10280903 10501546,MED RTC V4,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2961689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ultrasound Accessories,,TOSHIBA,TOSHIBA,,PM30-20194,PM30-22550,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"8618381 86 18 381 X1575 BOARD, D62","8618381 86 18 381 X1575 BOARD, D62",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Brilliance,PHILIPS,PHILIPS,453567011214 Gantry Display FT-RR SW,453567011214,Gantry Display FT-RR SW,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,5284099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,APERTO,HITACHI,HITACHI,st320dm000 1bd14c-302 firmware kc45,ST320DM000 1BD14C-302 FIRMWARE KC45,ST320DM000 1BD14C-302 FIRMWARE KC45,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3584432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS ANGIO,SIEMENS ANGIO,,"C72411-A3-P81-4, C72411-A3-L81  C72411-A3-P81-4, C72411-A3-L81","C72411-A3-P81-4, C72411-A3-L81  C72411-A3-P81-4, C72411-A3-L81",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,8619470 D550 attached,8619470 D550 attached,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,ADVANTX,GE,GE,2101805 29515086,2101805 29515086,2101805 29515086,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1950193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,Lightspeed RT,GE,GE,2117848-2 fo gantry cable,2117848-2 FO GANTRY CABLE,FO GANTRY CABLE,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3609611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS ANGIO,SIEMENS ANGIO,,"6890198G081E, D6 (3 PCS)  6890198G081E, D6 (3 PCS)","6890198G081E, D6 (3 PCS)  6890198G081E, D6 (3 PCS)",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS ANGIO,SIEMENS ANGIO,,"2139004X1074, D13  2139004X1074, D13","2139004X1074, D13  2139004X1074, D13",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET Camera / Scanner,DLS,GE,GE,2264376 pre-amplifier board for detector.,2264376 ,PRE-AMPLIFIER BOARD,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2927581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,Allura 15,PHILIPS,PHILIPS,451220400188 assy 451217800968,451220400188 ASSY 451217800968,451220400188 ASSY 451217800968,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1859361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry Camera,,FUJI DRYSTAR 3000,FUJI DRYSTAR 3000,,AIC1,GEM REV A,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1523509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,B33083   FLOPPY DISK DRIVE,B33083   FLOPPY DISK DRIVE,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,ARTIS ONE,SIEMENS,SIEMENS,10764375 axis smart computer,10764375 ,10764375 AXIS SMART COMPUTER,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3584470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,"PRS-1806B   SANYO, MF-194V-0  PRS-1806B   SANYO, MF-194V-0","PRS-1806B   SANYO, MF-194V-0  PRS-1806B   SANYO, MF-194V-0",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,ANGIOSKOP A33,ANGIOSKOP A33,,820-824638 OR 625008674 (2Pcs)  820-824638 OR 625008674 (2Pcs),820-824638 OR 625008674 (2Pcs)  820-824638 OR 625008674 (2Pcs),,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,SIEMENS ANGIO T.O.P. / SIEMENS MULTISTAR / SIEMENS HICOR,SIEMENS ANGIO TOP / SIEMENS MULTISTAR / SIEMENS HICOR,SIEMENS ANGIO TOP / SIEMENS MULTISTAR / SIEMENS HICOR,,"27 99 307 2799307 x2157 BOARD, D21 E3","27 99 307 2799307 x2157 BOARD, D21 E3",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,6111007/02 D80 G103E,6111007/02 D80 G103E,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-Arm,PULSERA,PHILIPS,PHILIPS,452212702935,452212702935,452212702935,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3261441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,TOSHIBA XVISION ,TOSHIBA XVISION ,,PX74-04381-GR3 PANEL SW 1  PX74-04381-GR3 PANEL SW 1,PX74-04381-GR3 PANEL SW 1  PX74-04381-GR3 PANEL SW 1,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,TOSHIBA,TOSHIBA,,9902 35K PBS,9902 35K PBS,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE ADVANTX LFX / GE EP LAB / GE ADVANTX LFX,GE ADVANTX LFX / GE EP LAB / GE ADVANTX LFX,,"46-288524G3-A 46-288524 G3-A 46288524G3A BOARD, mA/KV/OL","46-288524G3-A 46-288524 G3-A 46288524G3A BOARD, mA/KV/OL",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,D3835 134-500991-259 HD,P9144XS DISTR ASSY,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1524483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,"C7040-A88-C90-2-87, C72411-A3-L98  C7040-A88-C90-2-87, C72411-A3-L98","C7040-A88-C90-2-87, C72411-A3-L98  C7040-A88-C90-2-87, C72411-A3-L98",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,5013573C-P1 M7095 1216988,5013573C-P1 M7095 1216988,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,PROFILE III,GE,GE,2191530 Host CPU board Power Supply,2191530,2191530 Host CPU board Power Supply,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2905142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PICKER,PICKER,,LASER LIGHT BULB FOR CS3,DETECTOR PICKER 176145 REV B,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIP POLY,PHILIP POLY,,452210339414 452210789105 452210339414,452210339414 452210789105 452210339414,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,8003360 d21,8003360 d21,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,EMOTION 16/6,SIEMENS,SIEMENS,7686723 detector p09f,7686723,7686723 DETECTOR P09F,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1943945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,P9135WJ TABLE DRIVER ASSY P9135WD P9135WJ TABLE DRIVER ASSY,P9135WJ TABLE DRIVER ASSY P9135WD P9135WJ TABLE DRIVER ASSY,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,Allura 15,PHILIPS,PHILIPS,Image intensifier II AND CAMERA,II AND CAMERA,II AND CAMERA,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1859854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,TILT-C,GE,GE,"2242222, 2120527",2242222,2120527,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1569609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,6336114/01 G126E D20,6336114/01 G126E D20,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,ANGKOSKOP A33,ANGKOSKOP A33,,6863195G069ED137 (2 Pecs)  6863195G069ED137 (2 Pecs),6863195G069ED137 (2 Pecs)  6863195G069ED137 (2 Pecs),,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1533809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,2799265 D10,SUPERL L850B-332E83,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,680852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,2121855-2,Monitor HM1560,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,,GE,GE,,CD ROM DIRVE DRS,110060-A0-1 EXB -8200,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,880172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS PLUS 23,SIEMENS PLUS 23,,9729021 D12,9729021 D12,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,881844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,7168073 D30,7168073 D30,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,882687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry Camera,,KODAK,KODAK,,4512108 05303 Z147,4512107 68426 Z202,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,3065286 X1828 D908  3065286 X1828 D908,3065286 X1828 D908  3065286 X1828 D908,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1531588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,PHILIPS,PHILIPS,,TOKYO SHOKETSU HYDROLIC MOTOR PUMP TSM-CBU-7L,OM 2GN100K 2TK3GN-A,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,879672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,"27 95 776 2795776 X2122 BOARD, D50 E3","27 95 776 2795776 X2122 BOARD, D50 E3",,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,C79040-A332-C29-02-87,C79040-A332-C29-02-87,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,883590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammo Unit,MAMMOMAT,SIEMENS,SIEMENS,6552538 COVER,6552538,6552538 COVER,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1600192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,7418080 D52,7132392 D57,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,681106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rad Room,PROTEUS,GE,GE,2221738-2 generator,2221738-2 GENERATOR,2221738-2 GENERATOR,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2879693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRI Scanner,1.5T,GE,GE,cpci-350t condor,CPCI-350T CONDOR,CPCI-350T CONDOR,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2815929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,SIEMENS,SIEMENS,,8584401 K5001 D50 (2PCS)  8584401 K5001 D50 (2PCS),8584401 K5001 D50 (2PCS)  8584401 K5001 D50 (2PCS),,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1534317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,,SIEMENS,SIEMENS,,5456041 d44 sigmip-4 5456041 d44 4,5456041 d44 sigmip-4 5456041 d44 4,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1526639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,BRILLIANCE,PHILIPS,PHILIPS,452211790533 ari,452211790533,ARI,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,2681120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CT Scanner,EMOTION DUO,SIEMENS,SIEMENS,7102812 detector,7102812 ,7102812 DETECTOR,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,1944031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS INTERGIS,PHILIPS INTERGIS,,451210770006 451220770006 451210770006,451210770006 451220770006 451210770006,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1532054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,GE,GE,,2156642   FP-PVT PCB,2156642   FP-PVT PCB,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,1525700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Lab,INNOVA 2100,GE,GE,lytron rc7141g5 coolix 4000,RC7141G5 COOLIX 4000,LYTRON RC7141G5 COOLIX 4000,,part,For Sale,,,,,1,n,,,,,,,,,,,0,n,n,y,,,,,,,,3144896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cath Angio Lab,,PHILIPS,PHILIPS,,INTIGRIS VIEW SCREEN AND OPERATING PANEL,INTIGRIS VIEW SCREEN AND OPERATING PANEL,,part,For Sale,,,,,,n,,,,,,,,,,,0,n,n,y,,,,,,,,883942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
