Category,System Model,System Mfg,Part Mfg,Part Number
MRI SCANNER,DISCOVERY-MR750-30T,GE,GE,5430008-12
MRI SCANNER,DISCOVERY-MR750-30T,GE,GE,5430008-2
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,453567503562
CT SCANNER,AQUILION-ONE,TOSHIBACANON,TOSHIBACANON,px73-18724
RAD ROOM,ARTIS-ZEE-MULTIX-FUSION-MAX,SIEMENS,SIEMENS,10848519
RAD FLUORO ROOM,DUODIAGNOST,PHILIPS,PHILIPS,989000002907
CATH ANGIO LAB,ALLURA-XPER-FD10,PHILIPS,PHILIPS,459800502231
RAD ROOM,ESSENTA-DR,PHILIPS,PHILIPS,989000002403
MRI SCANNER,INGENIA-15T,PHILIPS,PHILIPS,989603023481
PET CT,DISCOVERY-LS-16,GE,GE,5168411
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459800415533
RAD ROOM,YSIO-MAX,SIEMENS,SIEMENS,ysio-max
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459800415552
CT SCANNER,BRIGHTSPEED,GE,GE,2378666-2
MRI SCANNER,INGENIA-30T,PHILIPS,PHILIPS,989603019013
RAD ROOM,ESSENTA-DR,PHILIPS,PHILIPS,989001080441
MRI SCANNER,INGENIA-15T,PHILIPS,PHILIPS,459800097955
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,453567460124
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,453567490661
CT SCANNER,BRILLIANCE-ICT-256-BRILLIANCE-ICT-128,PHILIPS,PHILIPS,451210506515
CT SCANNER,BRIVO-CT325-BRIVO-CT315,GE,GE,5310990-2
BONE DENSITOMETER,LUNAR-PRODIGY,GE,GE,lnr40271
RAD FLUORO ROOM,PRECISION-500D,GE,GE,46-316447g2
CT SCANNER,LIGHTSPEED-16,GE,GE,2174061
RAD ROOM,DIGITAL-DIAGNOST-OPTIMUS-50-RADBUCK,PHILIPS,PHILIPS,989000002683
MAMMO UNIT,SENOGRAPHE-PRISTINA,GE,GE,d4196m
MRI SCANNER,INGENIA-15T,PHILIPS,PHILIPS,452213310941
MRI SCANNER,MAGNETOM-ESSENZA,SIEMENS,SIEMENS,10164338
CT SCANNER,OPTIMA-CT660,GE,GE,5720000-3
CT SCANNER,INGENUITY-FLEX-BRILLIANCE-BIG-BORE-BRILLIANCE-64-BRILLIANCE-ICT-128-BRILLIANCE-16,PHILIPS,PHILIPS,459800477571
RAD ROOM,VARIOUS-RAD-PHILIPS,PHILIPS,PHILIPS,451213095032
PORTABLE X-RAY,MOBILETT-PLUS,SIEMENS,SIEMENS,6335546
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459800215511
CT SCANNER,AQUILION-PRIME,TOSHIBACANON,TOSHIBACANON,px79-37165-j4
MRI SCANNER,ACHIEVA-30T,PHILIPS,PHILIPS,453530104156
RAD ROOM,VARIOUS-RAD-PHILIPS,PHILIPS,PHILIPS,451213095031
MRI SCANNER,OPTIMA-MR450,GE,GE,5931000-3
CT SCANNER,OPTIMA-CT660-DISCOVERY-HD750,GE,GE,5461265-2
MRI SCANNER,SIGNA-EXCITE-HDE-HDXT-15T,GE,GE,46-243167p1ad
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213276391
CT SCANNER,INGENUITY-128,PHILIPS,PHILIPS,459800298761
RAD FLUORO ROOM,PRECISION-500D,GE,GE,5307282
CT SCANNER,INGENUITY-128,PHILIPS,PHILIPS,459800307361
CT SCANNER,LIGHTSPEED-PRO-16,GE,GE,5112542-2
CT SCANNER,LIGHTSPEED-PRO-16-BRIGHTSPEED-ELITE-16-LIGHTSPEED-RT-16,GE,GE,5147443-2
CT SCANNER,DISCOVERY-HD750,GE,GE,5333996-3
CT SCANNER,OPTIMA-CT660,GE,GE,5456324
MRI SCANNER,INTERA-15T,PHILIPS,PHILIPS,989603000601
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213213448
CT SCANNER,SENSATION-16SENSATION-4MX8000-QUADSENSATION-OPEN,SIEMENSPHILIPS,SIEMENSPHILIPS,7395226
CT SCANNER,SENSATION-16-INGENUITY-FLEX-BRILLIANCE-BIG-BORE-BRILLIANCE-64-BRILLIANCE-ICT-128,SIEMENSPHILIPS,SIEMENSPHILIPS,453566496971
CT SCANNER,LIGHTSPEED-PLUS-4,GE,GE,46-229455p1
CT SCANNER,SENSATION-OPEN-BRILLIANCE-16-BIOGRAPH-64-BIOGRAPH-16-BIOGRAPH-40-SENSATION-64-BIOGRAPH-40-64-TRUEPOINT,SIEMENSPHILIPS,SIEMENSPHILIPS,7396414
RAD ROOM,DEFINIUM-8000DISCOVERY-XR650INNOVA-2000INNOVA-2100IQ,GE,GE,2375089
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,989000085103
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452215039352
CATH ANGIO LAB,AZURION-7-M12,PHILIPS,PHILIPS,459801276501
CATH ANGIO LAB,AZURION-7-M12,PHILIPS,PHILIPS,459801276504
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,187570h-01
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,452216703906
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,452216703575
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,robo-8773vg-a
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459800002855
CT SCANNER,MX16,PHILIPS,PHILIPS,454110219251
CT SCANNER,MX16,PHILIPS,PHILIPS,454110219271
CT SCANNER,MX16,PHILIPS,PHILIPS,454110293611
X-RAY TUBE,DEFINITION-AS-128-DEFINITION-AS,SIEMENS,SIEMENS,10141785
X-RAY TUBE,DEFINITION-AS-128-DEFINITION-AS,SIEMENS,SIEMENS,10141785
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,452213231024
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,452212703338
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,989601041231
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,989600207122
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459801429542
CT SCANNER,DISCOVERY-RT-16-OPTIMA-CT580-RT,GE,GE,2370625-4
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,459800061562
CT SCANNER,LIGHTSPEED-RT-16,GE,GE,2217930-4
CT SCANNER,INCISIVE-CT,PHILIPS,PHILIPS,459800911241
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,991832051533
CT SCANNER,INGENUITY-64,PHILIPS,PHILIPS,459800262131
CT SCANNER,LIGHTSPEED-16,GE,GE,gelsrt16
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,453530360053
CT SCANNER,BRILLIANCE-BIG-BORE,PHILIPS,PHILIPS,989805200280
MRI SCANNER,MAGNETOM-AERA,SIEMENS,SIEMENS,11362321
MRI SCANNER,INGENIA-30T,PHILIPS,PHILIPS,453530360073
MRI SCANNER,INGENIA-30T,PHILIPS,PHILIPS,459800118409
RAD ROOM,AXIOM-ARISTOS-FX-FX-PLUS,SIEMENS,SIEMENS,477455
CATH ANGIO LAB,INNOVA-2100,GE,GE,5145783
CT SCANNER,SOMATOM-GONOM-GOUP,SIEMENS,SIEMENS,11104244
MRI SCANNER,VARIOUS,GE,GE,2222564-4
RAD ROOM,DIGITAL-DIAGNOST,PHILIPS,PHILIPS,989601083781
MRI SCANNER,ACHIEVA-15T,PHILIPS,PHILIPS,459800908842
RAD FLUORO ROOM,REVOLUTION-XR-D-INNOVA-3131IQ-INNOVA-2000,GE,GE,2279344-2
CT SCANNER,MX16-BRILLIANCE-ICT-256,PHILIPS,PHILIPS,ea193mi-bk
PORTABLE X-RAY,MOBILETT-MIRA,SIEMENS,SIEMENS,10656727
MRI SCANNER,MAGNETOM-AERA,SIEMENS,SIEMENS,10591605
CT SCANNER,SOMATOM-EMOTION-SPIRIT,SIEMENS,SIEMENS,11062633
CT SCANNER,DEFINITION-FLASH-DS-128-,SIEMENS,SIEMENS,8901170
CATH ANGIO LAB,ALLURA-XPER-FD20,PHILIPS,PHILIPS,452216610162
CATH ANGIO LAB,ARTIS-ZEE,SIEMENS,SIEMENS,11104437
C ARM,CIOS-SELECT,SIEMENS,SIEMENS,10893416
CT SCANNER,BRILLIANCE-16,PHILIPS,PHILIPS,453567412271
CATH ANGIO LAB,ALLURA-XPER-FD10,PHILIPS,PHILIPS,459800151593
CT SCANNER,SOMATOM-EMOTION-SPIRIT,SIEMENS,SIEMENS,4818873
CT SCANNER,INGENUITY-64,PHILIPS,PHILIPS,455012009652
MRI SCANNER,INGENIA-30T,PHILIPS,PHILIPS,459800321794
CT SCANNER,BRILLIANCE-BIG-BORE,PHILIPS,PHILIPS,455014008011
MRI SCANNER,INGENIA-15T,PHILIPS,PHILIPS,459800097944
CT SCANNER,OPTIMA-CT660,GE,GE,5181038-3
CT SCANNER,INGENUITY-128,PHILIPS,PHILIPS,459800911281
MRI SCANNER,INTERA-15T,PHILIPS,PHILIPS,452215038483
CATH ANGIO LAB,ARTIS-ZEE,SIEMENS,SIEMENS,61740863
CATH ANGIO LAB,INNOVA-4100IQ-INNOVA-3100,GE,GE,5150469-2
CATH ANGIO LAB,ALLURA-FD20-CLARITY,PHILIPS,PHILIPS,452212703328
CATH ANGIO LAB,INNOVA-4100IQ,GE,GE,5136995-3
CATH ANGIO LAB,INNOVA-4100IQ,GE,GE,5136995
CT SCANNER,INCISIVE-CT,PHILIPS,PHILIPS,459801197242
MRI SCANNER,BRIVO-MR355,GE,GE,5114356-5
C ARM,SIREMOBILE-COMPACTL,SIEMENS,SIEMENS,3779001
MRI SCANNER,SIGNA-EXCITEHD-15T,GE,GE,2417441
MRI SCANNER,SIGNA-OVATION-035T,GE,GE,2357465
MRI SCANNER,BRIVO-MR355,GE,GE,5114356-6
CT SCANNER,INCISIVE-CT,PHILIPS,PHILIPS,459801806582
CT SCANNER,INCISIVE-CT,PHILIPS,PHILIPS,459801800122
CT SCANNER,INCISIVE-CT,PHILIPS,PHILIPS,459801799491
MRI SCANNER,SIGNA-EXCITEHD-15T,GE,GE,e4503ad
CT SCANNER,LIGHTSPEED-RT-16,GE,GE,5112510-3
CT SCANNER,REVOLUTION-ACT,GE,GE,5492021
CT SCANNER,AQUILION-16,TOSHIBACANON,TOSHIBACANON,bsx77-4578
CT SCANNER,REVOLUTIONEVO,GE,GE,5499115
CT SCANNER,BRILLIANCE-ICT-128,PHILIPS,PHILIPS,455012110721
PORTABLE X-RAY,MOBILEDIAGNOST-WDR,PHILIPS,PHILIPS,63118998
C ARM,OEC-8800,GE,GE,00-879394-02
CT SCANNER,LIGHTSPEED-VCT-32,GE,GE,5473741-28
MRI SCANNER,INGENIA-30T,PHILIPS,PHILIPS,459800863681
CT SCANNER,OPTIMA-CT540-BRIVO-CT385-OPTIMA-CT520,GE,GE,6450000-109
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10250276
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10548213
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10097303
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10245967
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10247587
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10234015
PET CT,BIOGRAPH-40-64-TRUEPOINT-MAGNETOM-7T-ANT-94T,SIEMENS,SIEMENS,8674090
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10743222
PET CT,DISCOVERY-ST,GE,GE,5143892-2
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,11296724
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10748471
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10753185
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,4138988
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10527793
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10504248
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10244792
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10507496
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10507397
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10246000
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10529639
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10525903
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,11384068
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10743233
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10234026
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10248694
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10507798
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10748495
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10532334
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10751779
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10097787
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10246392
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10244835
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10276103
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10530749
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10504423
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10246065
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10412107
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10531226
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10239029
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,11232399
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10412117
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10530707
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10249556
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10503722
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10234245
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10249991
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10752474
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,8727450
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10746297
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10250812
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10528788
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10275650
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10508054
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10239032
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10526041
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10246389
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10275638
PET CT,DISCOVERY-ST,GE,GE,2367470-4
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10236775
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10251661
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10267593
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10249967
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10161782
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10529743
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10530671
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10496911
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10498289
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10234285
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10504122
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10250278
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10507409
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,11296723
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10752512
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10275642
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10531079
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10266744
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10245972
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10249992
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10830083
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10248672
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10747907
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10250606
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10247097
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,3225526
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10507817
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10276104
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,8429206
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10244790
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10528029
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10247667
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10214266
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10161792
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10750471
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10750277
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10525581
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10248670
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10528281
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,11296055
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,11362180
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,4805623
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10188878
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10247297
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10412106
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10247027
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10190752
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10530745
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10239034
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10276101
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10747866
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10531222
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10506205
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10412103
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10528027
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,4008335
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10188882
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,7396190
PET CT,DISCOVERY-ST-DISCOVERY-NMCT-670-BRIGHTSPEED-ELITE-16,GE,GE,2378112-3
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10395108
PET CT,BIOGRAPH-16-TRUEPOINT-LUMINOS-FUSION,SIEMENS,SIEMENS,10656049
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10527764
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10529091
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10246388
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10746289
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10531221
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10247262
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10743512
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,4014700
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10097283
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10749696
PET CT,DISCOVERY-PETCT-690,GE,GE,5385518
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10248669
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10248668
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10504284
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10527867
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10230947
PET CT,BIOGRAPH-MCT-ARTIS-ICONO-BIPLANE,SIEMENS,SIEMENS,10963312
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10250274
PET CT,DISCOVERY-VCT,GE,GE,5266222
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10506465
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10234550
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10527817
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10750094
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10751216
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10906402
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10531177
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10743220
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10233976
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10608462
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,7734945
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10250710
PET CT,BIOGRAPH-40-64-TRUEPOINT-LUMINOS-AGILE-MAX-CIOS-SELECT-ARTIS-Q-ARTIS-QZEN,SIEMENS,SIEMENS,8707239
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10528161
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10251664
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10525803
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10529740
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10413804
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10749452
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10753184
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,4807637
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10412649
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10503684
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10749470
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10507950
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,8675568
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10097272
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10245815
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,7821767
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10590348
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10505623
PET CT,DISCOVERY-PETCT-690-DISCOVERY-PETCT-710,GE,GE,5755008
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10244621
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10505313
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10528669
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10743511
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10749395
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,7734853
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10431909
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10247086
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10094550
PET CT,DISCOVERY-NMCT-670-DISCOVERY-ST-OPTIMA-CT520,GE,GE,6450000-111
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10275633
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10530694
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10251364
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10229885
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10412877
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10233813
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10525815
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10412646
PET CT,BIOGRAPH-16-TRUEPOINT,SIEMENS,SIEMENS,10607985
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10412109
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10505070
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,11007525
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10246391
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10097814
PET CT,BIOGRAPH-MCT-ARTIS-ICONO-BIPLANE,SIEMENS,SIEMENS,10963311
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10235429
PET CT,DISCOVERY-ST-DISCOVERY-NMCT-670-BRIGHTSPEED-ELITE-16,GE,GE,5220230
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,11367122
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10210437
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10097740
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10752475
PET CT,BIOGRAPH-MCT,SIEMENS,SIEMENS,10251660
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,11298570
PET CT,BIOGRAPH-40-64-TRUEPOINT,SIEMENS,SIEMENS,10215358
